project_name,address,city,zip,latitude,longitude,total_units,affordable_units,family_units_estimate,status,expected_year,source
Scattered Multiplexes,219 NE Shaver Street,Portland,97210,45.55206,-122.66306,14.0,14.0,14.0,in_service,1999.0,OAHI (data.oregon.gov p9yn-ftai)
Studio Pointe Apts (fka Ellis Apts),5603 SE Milwaukie Ave,Portland,97202,45.48219,-122.64966,30.0,15.0,,in_service,,OAHI (data.oregon.gov p9yn-ftai)
Humboldt Gardens,5033 N Vancouver Ave,Portland,97217,45.55946,-122.66853,130.0,130.0,68.0,in_service,2008.0,OAHI (data.oregon.gov p9yn-ftai)
Columbia View,4629 NE 118TH AVE,Portland,97220,45.55675,-122.54137,7.0,7.0,7.0,in_service,1998.0,OAHI (data.oregon.gov p9yn-ftai)
Fenwick Avenue Housing,8428 N Fenwick Avenue,Portland,97217,45.58404,-122.68474,27.0,27.0,19.0,in_service,2005.0,OAHI (data.oregon.gov p9yn-ftai)
McCoy Village (fka Gladys McCoy Village),4430 NE MLK Jr Boulevard,Portland,97211,45.55503,-122.66155,55.0,55.0,44.0,in_service,2011.0,OAHI (data.oregon.gov p9yn-ftai)
West Gresham Apartments,17257 E Burnside Street,Portland,97207,45.52216,-122.48557,27.0,26.0,3.0,in_service,2005.0,OAHI (data.oregon.gov p9yn-ftai)
URBAN LEAGUE,10 N RUSSELL ST,Portland,97227,45.54104,-122.66738,24.0,24.0,,in_service,,OAHI (data.oregon.gov p9yn-ftai)
New Columbia Woolsey 1,8913 N Woolsey Ave,Portland,97203,45.58736,-122.71345,42.0,42.0,31.0,in_service,2006.0,OAHI (data.oregon.gov p9yn-ftai)
Station Place Tower,1020 NW 9th Avenue,Portland,97208,45.53044,-122.68039,176.0,176.0,15.0,in_service,2004.0,OAHI (data.oregon.gov p9yn-ftai)
4931-4937 NE 20TH AVE,4933 NE 20TH AVE,Portland,97211,45.55878,-122.64484,4.0,4.0,,in_service,1915.0,OAHI (data.oregon.gov p9yn-ftai)
Patton Park Apartments,5204 N Interstate Ave,Portland,97217,45.56052,-122.68216,54.0,54.0,16.0,in_service,2009.0,OAHI (data.oregon.gov p9yn-ftai)
Floyd Light Apartments,1005 SE 106th Avenue,Portland,97216,45.51626,-122.55443,51.0,23.0,24.0,in_service,1997.0,OAHI (data.oregon.gov p9yn-ftai)
OUTSIDE IN,1132 SW 13TH AVE,Portland,97205,45.5177,-122.68685,30.0,30.0,,in_service,,OAHI (data.oregon.gov p9yn-ftai)
SCATTERED EAST A UNITS,2503 SE 76TH AVE,Portland,97206,45.50417,-122.5847,7.0,7.0,,in_service,,OAHI (data.oregon.gov p9yn-ftai)
EASTPORT,3709 SE 91ST AVE,Portland,97266,45.49515,-122.56995,7.0,7.0,,in_service,,OAHI (data.oregon.gov p9yn-ftai)
Scott Crest Plaza,13223 SE Powell Blvd,Portland,97236-3345,45.49749,-122.52657,42.0,39.0,38.0,in_service,1971.0,OAHI (data.oregon.gov p9yn-ftai)
Peaceful Villa,2835 SE 47th Ave,Portland,97206,45.50271,-122.61408,166.0,166.0,,in_development,2027.0,OAHI (data.oregon.gov p9yn-ftai)
DAWSON PARK PLAZA,101 N MORRIS ST,Portland,97227,45.54503,-122.66738,67.0,67.0,8.0,in_service,1995.0,OAHI (data.oregon.gov p9yn-ftai)
Irvington Village,420 NE Mason Street,Portland,97211,45.55331,-122.66104,104.0,73.0,,in_service,2002.0,OAHI (data.oregon.gov p9yn-ftai)
Villa de Suenos,6444 - 6808 NE Killingsworth,Portland,97218,45.56274,-122.59615,28.0,28.0,28.0,in_service,1999.0,OAHI (data.oregon.gov p9yn-ftai)
Sequoia Square,247 SE 160th Avenue,Portland,97233,45.52101,-122.49971,62.0,61.0,52.0,in_service,2001.0,OAHI (data.oregon.gov p9yn-ftai)
ALBERT,3532 N WILLIAMS AVE,Portland,97227,45.54911,-122.66671,72.0,72.0,,in_service,1909.0,OAHI (data.oregon.gov p9yn-ftai)
Johnson Creek Duplex,7940 SE 72ND AVE,Portland,97206,45.46583,-122.58889,2.0,2.0,,in_service,2000.0,OAHI (data.oregon.gov p9yn-ftai)
EMERSON - SABIN,1309 NE EMERSON ST,Portland,97211,45.5618,-122.65178,2.0,2.0,,in_service,1965.0,OAHI (data.oregon.gov p9yn-ftai)
St James,1312 SW 10th Avenue,Portland,97201,45.51567,-122.68448,122.0,122.0,8.0,in_service,1994.0,OAHI (data.oregon.gov p9yn-ftai)
Ritzdorf Court,1225 SE BELMONT ST,Portland,97214,45.5165,-122.65314,90.0,90.0,,in_service,,OAHI (data.oregon.gov p9yn-ftai)
Park Terrace,315 N Alberta Street,Portland,97217,45.55968,-122.66984,88.0,88.0,,in_service,1944.0,OAHI (data.oregon.gov p9yn-ftai)
Clara Vista Townhomes,5335 NE Culley,Portland,97218,45.56184,-122.59506,44.0,44.0,44.0,in_service,2005.0,OAHI (data.oregon.gov p9yn-ftai)
BARBARA ROBERTS,5009 NE KILLINGSWORTH ST,Portland,97218,45.56277,-122.61119,10.0,10.0,,in_service,,OAHI (data.oregon.gov p9yn-ftai)
85 Stories Group 1,335 NW 19TH AVE,Portland,97209,45.52519,-122.69086,174.0,259.0,30.0,in_service,2016.0,OAHI (data.oregon.gov p9yn-ftai)
Interstate Crossing,6847 N Interstate Avenue,Portland,97217,45.57248,-122.68221,12.0,6.0,12.0,in_service,2001.0,OAHI (data.oregon.gov p9yn-ftai)
Kateri Park,CONFIDENTIAL,Portland,97242,,,50.0,50.0,42.0,in_service,2005.0,OAHI (data.oregon.gov p9yn-ftai)
181ST AND NE COUCH,(UNKNOWN),Portland,97230,,,90.0,90.0,,in_service,,OAHI (data.oregon.gov p9yn-ftai)
Linc245 (fka Village at Lovejoy Fountain),245 SW LINCOLN ST,Portland,97201,45.508,-122.68007,198.0,40.0,44.0,in_service,1999.0,OAHI (data.oregon.gov p9yn-ftai)
ELLINGTON APARTMENTS,1610 NE 66TH AVE,Portland,97213,45.53457,-122.5938,263.0,263.0,251.0,in_service,1940.0,OAHI (data.oregon.gov p9yn-ftai)
Collins Circle,1701 SW Columbia Street,Portland,97205,45.51729,-122.69186,124.0,52.0,18.0,in_service,2000.0,OAHI (data.oregon.gov p9yn-ftai)
Pine Point Apartments,12031 SE Pine Street,Portland,97216,45.52039,-122.53901,24.0,24.0,2.0,in_service,2001.0,OAHI (data.oregon.gov p9yn-ftai)
Orchards of 82nd,8118 SE Division Street,Portland,97206,45.5049,-122.57935,48.0,47.0,15.0,in_service,2019.0,OAHI (data.oregon.gov p9yn-ftai)
"Village at the Headwaters, The",3131 SW Marigold,Portland,97219,45.46093,-122.70907,56.0,56.0,21.0,in_service,2006.0,OAHI (data.oregon.gov p9yn-ftai)
Eastgate Station,134 NE 120th Avenue,Portland,97220,45.52357,-122.53919,61.0,60.0,45.0,in_service,2010.0,OAHI (data.oregon.gov p9yn-ftai)
Station 162,304 SE 162nd Ave,Portland,97233,45.52076,-122.49558,44.0,44.0,3.0,in_service,2017.0,OAHI (data.oregon.gov p9yn-ftai)
"Joyce, The",322 SW 11TH AVE,Portland,97205,45.52247,-122.6821,66.0,66.0,,in_development,2023.0,OAHI (data.oregon.gov p9yn-ftai)
Midland Commons,2830 SE 127th Avenue,Portland,97266,45.5015,-122.53249,46.0,46.0,5.0,in_service,2004.0,OAHI (data.oregon.gov p9yn-ftai)
Portsmouth Commons,4785 N Lombard Street,Portland,97203,45.58026,-122.71804,20.0,20.0,12.0,in_service,2023.0,OAHI (data.oregon.gov p9yn-ftai)
Roselyn Villa,4721 NE Killingsworth St,Portland,97218,45.56278,-122.61365,4.0,4.0,4.0,in_service,,OAHI (data.oregon.gov p9yn-ftai)
GOOD SHEPHERD I,2843 NE LIBERTY ST,Portland,97211,45.57051,-122.63621,5.0,5.0,,in_service,,OAHI (data.oregon.gov p9yn-ftai)
525 NE MORRIS ST,525 NE MORRIS ST,Portland,97212,45.54466,-122.65999,3.0,3.0,,in_service,2005.0,OAHI (data.oregon.gov p9yn-ftai)
Saltzman Road Apartments,1035 NW Saltzman Road,Portland,97229,45.52704,-122.8066,53.0,53.0,,in_development,2024.0,OAHI (data.oregon.gov p9yn-ftai)
KAH SAN CHAKO HAWS,9707 SE HOLGATE BLVD,Portland,97266,45.48994,-122.56404,10.0,10.0,,in_service,2013.0,OAHI (data.oregon.gov p9yn-ftai)
Stephens Creek Crossing South (Hillsdale Terrace),6775 SW 26th Avenue,Portland,97219,45.47563,-122.70388,50.0,47.0,37.0,in_service,2014.0,OAHI (data.oregon.gov p9yn-ftai)
MAYBELLE CLARK MACDONALD CENTER,605 NW COUCH ST,Portland,97209,45.52377,-122.67664,54.0,54.0,,in_service,1976.0,OAHI (data.oregon.gov p9yn-ftai)
ST STEPHENS CHURCH,1432 SW 13TH AVE,Portland,97201,45.5157,-122.68793,195.0,195.0,,in_service,1930.0,OAHI (data.oregon.gov p9yn-ftai)
"Susan Emmons, The",NW 18TH AVE AND NW HOYT ST,Portland,97209,45.52713,-122.68939,146.0,144.0,,in_service,1918.0,OAHI (data.oregon.gov p9yn-ftai)
Crescent Court fka 115th at Division,11514 & 11518 SE Division St,Portland,97266,45.50415,-122.54453,138.0,138.0,70.0,in_service,,OAHI (data.oregon.gov p9yn-ftai)
CRANE BUILDING,710 NW 14TH AVE,Portland,97209,45.52806,-122.68534,30.0,30.0,,in_service,1909.0,OAHI (data.oregon.gov p9yn-ftai)
2203 SE MADISON ST,2203 SE MADISON ST,Portland,97214,45.51288,-122.64335,2.0,2.0,,in_service,,OAHI (data.oregon.gov p9yn-ftai)
Minerva Plaza,6633 N Oberlin Street,Portland,97203,45.58472,-122.73567,15.0,15.0,,in_service,1969.0,OAHI (data.oregon.gov p9yn-ftai)
CENTER VILLAGE II,5815 NE GLISAN ST,Portland,97213,45.52626,-122.6037,60.0,60.0,,in_service,,OAHI (data.oregon.gov p9yn-ftai)
Clifford Apartments,527 SE Morrison Street,Portland,97214,45.51723,-122.66006,88.0,88.0,,in_service,,OAHI (data.oregon.gov p9yn-ftai)
2016 NE M L KING BLVD,2016 NE MARTIN LUTHER KING JR BLVD,Portland,97212,45.53752,-122.66162,43.0,43.0,,in_service,,OAHI (data.oregon.gov p9yn-ftai)
3832 SE CENTER ST,3832 SE CENTER ST,Portland,97202,45.49405,-122.62305,5.0,5.0,,in_service,1997.0,OAHI (data.oregon.gov p9yn-ftai)
2532 SE 17TH AVE,2532 SE 17TH AVE,Portland,97202,45.50429,-122.64866,2.0,2.0,,in_service,,OAHI (data.oregon.gov p9yn-ftai)
217 SE 15TH AVE,217 SE 15TH AVE,Portland,97214,45.52116,-122.65059,6.0,6.0,,in_service,,OAHI (data.oregon.gov p9yn-ftai)
Cathedral Gardens,8652 N Swift Way,Portland,97203,45.6016,-122.74891,124.0,124.0,98.0,in_service,1971.0,OAHI (data.oregon.gov p9yn-ftai)
SILVERCREST RESIDENCE,1865 NE DAVIS ST,Portland,97232,45.52428,-122.64711,76.0,76.0,,in_service,,OAHI (data.oregon.gov p9yn-ftai)
85 Stories - Group 2 (2 scattered sites),4400 NE BROADWAY ST,Portland,97213,45.53485,-122.61789,286.0,396.0,4.0,in_service,2016.0,OAHI (data.oregon.gov p9yn-ftai)
Los Jardines De La Paz,5530 NE 60th Avenue,Portland,97218,45.56315,-122.6008,43.0,42.0,43.0,in_service,1940.0,OAHI (data.oregon.gov p9yn-ftai)
St Francis Place,4943 NE 10th Avenue,Portland,97211,45.55886,-122.6556,3.0,3.0,3.0,in_service,1998.0,OAHI (data.oregon.gov p9yn-ftai)
Dekum Court 2021 Redevelopment,2513 NE Saratoga,Portland,97211,45.57283,-122.63994,47.0,47.0,42.0,in_service,1971.0,OAHI (data.oregon.gov p9yn-ftai)
3546 NE 6TH AVE,3546 NE 6TH AVE,Portland,97212,45.54862,-122.65962,2.0,2.0,,in_service,1922.0,OAHI (data.oregon.gov p9yn-ftai)
Village Garden Apartments,15230 NE Sandy Boulevard,Portland,97205-2724,45.55163,-122.50587,35.0,59.0,35.0,in_service,1999.0,OAHI (data.oregon.gov p9yn-ftai)
"Nick Fish, The (AKA Halsey 106)",10520 NE Halsey Street,Portland,97220,45.53352,-122.5542,75.0,52.0,10.0,in_service,2021.0,OAHI (data.oregon.gov p9yn-ftai)
CEEL-OCKS MANOR,9021 N CENTRAL ST,Portland,97203,45.59385,-122.75527,10.0,10.0,,in_service,,OAHI (data.oregon.gov p9yn-ftai)
Powell Plaza I,13320-1 SE Powell Boulevard,Portland,97236,45.49687,-122.52655,47.0,46.0,,in_service,1968.0,OAHI (data.oregon.gov p9yn-ftai)
KENILWORTH PARK PLAZA,3214 SE HOLGATE BLVD,Portland,97202,45.49012,-122.63266,77.0,77.0,,in_service,,OAHI (data.oregon.gov p9yn-ftai)
TILLAMOOK,4110 NE TILLAMOOK ST,Portland,97212,45.53778,-122.62061,47.0,47.0,,in_service,2012.0,OAHI (data.oregon.gov p9yn-ftai)
PRESCOTT BLOCK,4312 N INTERSTATE AVE,Portland,97217,45.55498,-122.68218,155.0,155.0,,in_service,2014.0,OAHI (data.oregon.gov p9yn-ftai)
CORNETTA SMITH COURTYARDS,5416 NE 27TH AVE,Portland,97211,45.56225,-122.63787,5.0,5.0,,in_service,2005.0,OAHI (data.oregon.gov p9yn-ftai)
Erickson Fritz Apartments,9 NW Second Avenue,Portland,97209,45.5235,-122.67239,62.0,62.0,,in_service,2014.0,OAHI (data.oregon.gov p9yn-ftai)
Gilman Court (aka Glisan Commons Phase II),610 NE 99th Avenue,Portland,97220,45.52706,-122.56198,60.0,60.0,,in_service,2015.0,OAHI (data.oregon.gov p9yn-ftai)
HOLLYWOOD,4111 NE BROADWAY ST,Portland,97232,45.53513,-122.62095,47.0,47.0,,in_service,2013.0,OAHI (data.oregon.gov p9yn-ftai)
Rose Schnitzer Tower,1430 SW 12TH AVE,Portland,97201,45.51547,-122.68689,235.0,233.0,,in_service,1979.0,OAHI (data.oregon.gov p9yn-ftai)
Chaucer Court Apartments,1019 SW 10TH AVE,Portland,97205,45.51781,-122.68331,83.0,83.0,,in_service,1981.0,OAHI (data.oregon.gov p9yn-ftai)
Holgate Plaza,4333 SE 104th Avenue,Portland,97266-2400,45.49104,-122.55575,48.0,47.0,,in_service,1972.0,OAHI (data.oregon.gov p9yn-ftai)
GARDEN PROJECT - A PHILLIPS SQUARE,606 NE SACRAMENTO ST,Portland,97212,45.53954,-122.65944,18.0,18.0,,in_service,,OAHI (data.oregon.gov p9yn-ftai)
Betty Campbell Building,3987 N Mississippi Avenue,Portland,97227,45.55195,-122.67551,9.0,7.0,6.0,in_service,,OAHI (data.oregon.gov p9yn-ftai)
Kehillah Housing,6125 SW Boundary St,Portland,97221,45.48601,-122.73982,15.0,15.0,,in_service,2013.0,OAHI (data.oregon.gov p9yn-ftai)
Lents Village Apartments,10325 SE Holgate Boulevard,Portland,97266,45.49018,-122.5564,63.0,63.0,11.0,in_service,1997.0,OAHI (data.oregon.gov p9yn-ftai)
STADIUM STATION,737 SW 17TH AVE,Portland,97205,45.52147,-122.68937,115.0,115.0,4.0,in_service,1998.0,OAHI (data.oregon.gov p9yn-ftai)
Canopy Apts at Powell (fka USA Powell),12439-12529 SE Powell Boulevard,Portland,97236,45.49719,-122.5344,166.0,165.0,,in_development,2024.0,OAHI (data.oregon.gov p9yn-ftai)
MARSHALL UNION MANOR I,2020 NW NORTHRUP ST,Portland,97209,45.53133,-122.69306,200.0,200.0,,in_service,,OAHI (data.oregon.gov p9yn-ftai)
Gateway Hermiston Buri Building and Juniper Apartments (fka Gateway Workforce and Hermiston Housing),9745 NE GLISAN,Portland,97220,45.52631,-122.56313,159.0,207.0,5.0,in_service,2020.0,OAHI (data.oregon.gov p9yn-ftai)
KING DISHMAN COURT,101 NE KNOTT ST,Portland,97212,45.54191,-122.66386,14.0,14.0,10.0,in_service,,OAHI (data.oregon.gov p9yn-ftai)
New Columbia Cecelia,4605 N Trenton,Portland,97203,45.58865,-122.71506,131.0,130.0,118.0,in_service,2005.0,OAHI (data.oregon.gov p9yn-ftai)
CHASE HOUSE,9126 N CHASE AVE,Portland,97217,45.58909,-122.7043,5.0,5.0,,in_service,1999.0,OAHI (data.oregon.gov p9yn-ftai)
Martin Luther King Manor,6620 NE 6th Avenue,Portland,97211-3065,45.57159,-122.65935,16.0,15.0,,in_service,1989.0,OAHI (data.oregon.gov p9yn-ftai)
Firland,8036 SE Raymond Street,Portland,97206,45.48639,-122.58046,19.0,19.0,17.0,in_service,,OAHI (data.oregon.gov p9yn-ftai)
"Westshore, The",222 Pine Street,Portland,97204,45.52144,-122.67322,113.0,113.0,,in_service,1997.0,OAHI (data.oregon.gov p9yn-ftai)
Pacific Tower,333 NW 4th Ave,Portland,97209,45.52583,-122.67451,156.0,156.0,11.0,in_service,2003.0,OAHI (data.oregon.gov p9yn-ftai)
JIM & SALLES PLACE,7531 SE STEELE ST,Portland,97206,45.48441,-122.58483,17.0,17.0,,in_service,2009.0,OAHI (data.oregon.gov p9yn-ftai)
3429 SE 69TH AVE,3429 SE 69TH AVE,Portland,97206,45.49771,-122.5923,3.0,3.0,,in_service,,OAHI (data.oregon.gov p9yn-ftai)
SUMMER RUN,7810 SE FOSTER RD,Portland,97206,45.48405,-122.58361,50.0,50.0,,in_service,,OAHI (data.oregon.gov p9yn-ftai)
ROSENBAUM PLAZA,1218 SW WASHINGTON ST,Portland,97205,45.52193,-122.68363,76.0,76.0,,in_service,,OAHI (data.oregon.gov p9yn-ftai)
"Magnolia, The (aka Eliot MLK Project)",3250 NE Martin Luther King Jr Blvd,Portland,97212,45.54695,-122.6616,50.0,49.0,9.0,in_service,2013.0,OAHI (data.oregon.gov p9yn-ftai)
Gateway Park Apartments,510 NE 100th Avenue,Portland,97204,45.52656,-122.5607,144.0,144.0,85.0,in_service,1967.0,OAHI (data.oregon.gov p9yn-ftai)
St Francis Park Apts,1177 SE Stark Street,Portland,97214,45.51935,-122.65386,106.0,106.0,1.0,in_service,2018.0,OAHI (data.oregon.gov p9yn-ftai)
EVERETT STATION LOFTS,625 NW EVERETT ST,Portland,97209,45.5252,-122.67713,47.0,47.0,,in_service,1999.0,OAHI (data.oregon.gov p9yn-ftai)
LONE PINE,111 NE 162ND AVE,Portland,97230,45.52332,-122.49647,18.0,18.0,,in_service,,OAHI (data.oregon.gov p9yn-ftai)
IRVINGTON GARDENS,1516 NE HANCOCK ST,Portland,97212,45.53646,-122.65025,50.0,50.0,,in_service,2011.0,OAHI (data.oregon.gov p9yn-ftai)
85 Stories Group 5 (7 Scattered Sites),1001 N BLANDENA ST,Portland,97217,45.55687,-122.6773,10.0,350.0,126.0,in_service,2019.0,OAHI (data.oregon.gov p9yn-ftai)
Harvey Rice Heritage,1420 NE Killingsworth,Portland,97211,45.56272,-122.65048,29.0,41.0,23.0,in_service,2022.0,OAHI (data.oregon.gov p9yn-ftai)
Douglas Fir Apartments,6485 SE 128th Ave,Portland,97236,45.47584,-122.53212,15.0,15.0,,in_service,2022.0,OAHI (data.oregon.gov p9yn-ftai)
KEARNEY HOUSE,824 NW 20TH AVE,Portland,97209,45.52899,-122.69253,32.0,32.0,,in_service,,OAHI (data.oregon.gov p9yn-ftai)
Turning Point,CONFIDENTIAL,Portland,97201,,,24.0,24.0,,in_service,,OAHI (data.oregon.gov p9yn-ftai)
317 SE 16TH AVE,317 SE 16TH AVE,Portland,97214,45.52046,-122.64956,7.0,7.0,,in_service,,OAHI (data.oregon.gov p9yn-ftai)
EAST COUNTY PROJECT,17527 SE PINE ST,Portland,97233,45.52061,-122.48266,7.0,7.0,4.0,in_service,,OAHI (data.oregon.gov p9yn-ftai)
3208 SE 136TH AVE,3208 SE 136TH AVE,Portland,97236,45.49928,-122.52406,63.0,63.0,,in_service,1977.0,OAHI (data.oregon.gov p9yn-ftai)
Rosemont Court (fka Villa St Rose),597 N Dekum Street,Portland,97217,45.57172,-122.67279,100.0,99.0,4.0,in_service,2001.0,OAHI (data.oregon.gov p9yn-ftai)
DEKUM COURT,CONFIDENTIAL,Portland,97211,,,187.0,187.0,118.0,in_service,2002.0,OAHI (data.oregon.gov p9yn-ftai)
939 N ALBERTA ST,939 N ALBERTA ST,Portland,97217,45.55902,-122.67672,8.0,8.0,,in_service,1994.0,OAHI (data.oregon.gov p9yn-ftai)
RAVEN,332 SE 148TH AVE,Portland,97233,45.52027,-122.51072,36.0,36.0,,in_service,2004.0,OAHI (data.oregon.gov p9yn-ftai)
Charlotte B Rutherford Place,6905 N Interstate Avenue,Portland,97217,45.57294,-122.68221,51.0,51.0,17.0,in_service,2018.0,OAHI (data.oregon.gov p9yn-ftai)
BURLWOOD,14992 SE DIVISION ST,Portland,97236,45.50423,-122.50938,35.0,35.0,25.0,in_service,,OAHI (data.oregon.gov p9yn-ftai)
BARBARA MAHER BUILDING,2322 N WILLIAMS AVE,Portland,97227,45.5398,-122.6667,32.0,32.0,,in_service,,OAHI (data.oregon.gov p9yn-ftai)
432 NE TILLAMOOK ST,432 NE TILLAMOOK ST,Portland,97212,45.53789,-122.66087,2.0,2.0,,in_service,,OAHI (data.oregon.gov p9yn-ftai)
Andrea Place,7621 N Portsmouth,Portland,97203,45.58321,-122.72353,15.0,15.0,15.0,in_service,,OAHI (data.oregon.gov p9yn-ftai)
ASHCREEK COMMONS,11230 SW 62ND AVE,Portland,97219,45.44424,-122.7405,21.0,21.0,,in_service,2004.0,OAHI (data.oregon.gov p9yn-ftai)
Powell Plaza II,13320-3 SE Powell Boulevard,Portland,97236,45.49687,-122.52655,20.0,20.0,,in_service,1968.0,OAHI (data.oregon.gov p9yn-ftai)
Miracles Club,4206 NE MARTIN LUTHER KING JR BLVD,Portland,97211,45.55395,-122.66155,40.0,39.0,8.0,in_service,2011.0,OAHI (data.oregon.gov p9yn-ftai)
Springwater Commons,6430 SE 128th Avenue,Portland,97236,45.47631,-122.5317,36.0,35.0,36.0,in_service,2004.0,OAHI (data.oregon.gov p9yn-ftai)
Weidler Commons,1529 NE 21ST AVE,Portland,97232,45.53411,-122.64484,51.0,51.0,1.0,in_service,1991.0,OAHI (data.oregon.gov p9yn-ftai)
Bethany Meadows II,15817 NW Athens Drive,Portland,97229,45.55609,-122.83976,132.0,132.0,66.0,in_service,1998.0,OAHI (data.oregon.gov p9yn-ftai)
GOING 42,4636 NE 42ND AVE,Portland,97218,45.55715,-122.62039,55.0,35.0,17.0,in_service,,OAHI (data.oregon.gov p9yn-ftai)
Allen Fremont Plaza,221 NE Fremont Street,Portland,97212,45.54826,-122.66317,64.0,64.0,,in_service,1997.0,OAHI (data.oregon.gov p9yn-ftai)
8510 N SAINT LOUIS AVE,8510 N SAINT LOUIS AVE,Portland,97203,45.59411,-122.75522,3.0,3.0,,in_service,,OAHI (data.oregon.gov p9yn-ftai)
Vibrant!,1620 NW 14th Avenue,Portland,97209,45.53447,-122.68561,93.0,92.0,61.0,in_service,2018.0,OAHI (data.oregon.gov p9yn-ftai)
2714 SE 15TH AVE,2714 SE 15TH AVE,Portland,97202,45.5032,-122.65069,2.0,2.0,,in_service,,OAHI (data.oregon.gov p9yn-ftai)
PRESCOTT PLACE,5802 NE PRESCOTT ST,Portland,97218,45.55499,-122.60287,20.0,20.0,,in_service,,OAHI (data.oregon.gov p9yn-ftai)
Breitung Building (aka Garfield Veterans Apartments),6710 GARFIELD AVE,Portland,97211,45.57134,-122.66237,28.0,28.0,,in_service,2020.0,OAHI (data.oregon.gov p9yn-ftai)
BOOKMARK,2034 NE 40TH AVE,Portland,97212,45.53735,-122.62145,47.0,47.0,,in_service,,OAHI (data.oregon.gov p9yn-ftai)
YARDS AT UNION STATION S,701 NW NAITO PKWY,Portland,97209,45.52961,-122.67503,56.0,56.0,39.0,in_service,2002.0,OAHI (data.oregon.gov p9yn-ftai)
Hattie Redmond Apartments fka Baldwin Project,7656-7688 N Interstate Ave,Portland,97217,45.57876,-122.68199,60.0,60.0,,in_service,2022.0,OAHI (data.oregon.gov p9yn-ftai)
SNOWBERRY,5312 SE 148TH,Portland,97215,45.56133,-122.50997,27.0,27.0,,in_service,,OAHI (data.oregon.gov p9yn-ftai)
Miraflores,8917 N Newell Avenue,Portland,97203,45.5873,-122.73269,32.0,32.0,32.0,in_service,2010.0,OAHI (data.oregon.gov p9yn-ftai)
41 NE 127TH AVE,41 NE 127TH AVE,Portland,97230,45.52308,-122.53255,8.0,8.0,,in_service,2001.0,OAHI (data.oregon.gov p9yn-ftai)
Hazelwood Community Apartments,11939 NE Davis Street,Portland,97220,45.52417,-122.53952,120.0,24.0,24.0,in_service,1997.0,OAHI (data.oregon.gov p9yn-ftai)
BURNSIDE STATION,248 SE 160TH AVE,Portland,97233,45.52053,-122.49902,21.0,21.0,5.0,in_service,2004.0,OAHI (data.oregon.gov p9yn-ftai)
Minnesota Places,1208 N Jessup St.,Portland,97217,45.56407,-122.67948,71.0,71.0,,in_development,2024.0,OAHI (data.oregon.gov p9yn-ftai)
Grace Peck Terrace,1839 NE 14th Avenue,Portland,97212-4331,45.53595,-122.65149,95.0,95.0,,in_development,1979.0,OAHI (data.oregon.gov p9yn-ftai)
Macdonald West Apts,127 NW 6th Avenue,Portland,97209,45.52419,-122.67647,42.0,42.0,,in_service,2012.0,OAHI (data.oregon.gov p9yn-ftai)
3328 SE WASHINGTON ST,3328 SE WASHINGTON ST,Portland,97214,45.51859,-122.63023,2.0,2.0,,in_service,,OAHI (data.oregon.gov p9yn-ftai)
TILLICUM COURT,5135 SE 73RD AVE,Portland,97206,45.48582,-122.58814,16.0,15.0,,in_service,1985.0,OAHI (data.oregon.gov p9yn-ftai)
Douglas Meadows,2645 SE 127th  Avenue,Portland,97236,45.50309,-122.53302,8.0,8.0,8.0,in_service,2003.0,OAHI (data.oregon.gov p9yn-ftai)
Bellrose Station,7901 SE 92nd,Portland,97266,45.46585,-122.56864,40.0,40.0,40.0,in_service,,OAHI (data.oregon.gov p9yn-ftai)
75TH AVE ADULT FOSTER CARE,4729 SE 75TH AVE,Portland,97206,45.48828,-122.58608,5.0,5.0,,in_service,1996.0,OAHI (data.oregon.gov p9yn-ftai)
YARDS AT UNION STATION B,945 NW NAITO PKWY,Portland,97209,45.53015,-122.67557,321.0,321.0,,in_service,,OAHI (data.oregon.gov p9yn-ftai)
1531 SE TAGGART ST,1531 SE TAGGART ST,Portland,97202,45.50276,-122.65001,3.0,3.0,,in_service,,OAHI (data.oregon.gov p9yn-ftai)
Francis + Clare,1131 SE Oak Street,Portland,97214,45.52006,-122.65436,61.0,61.0,,in_development,2025.0,OAHI (data.oregon.gov p9yn-ftai)
Centennial Place Apts,3800 SE 164th Avenue,Portland,97236,45.49504,-122.49449,71.0,71.0,24.0,in_service,2022.0,OAHI (data.oregon.gov p9yn-ftai)
Meridian Gardens,11312- 11320 & 11250 SE Division St.,Portland,97266,45.50416,-122.54685,85.0,85.0,,in_development,2025.0,OAHI (data.oregon.gov p9yn-ftai)
Alder 9,820 SE Alder St,Portland,97214,45.51793,-122.65698,20.0,20.0,,in_development,2025.0,OAHI (data.oregon.gov p9yn-ftai)
Patton Home,4619 N MICHIGAN AVE,Portland,97217,45.5565,-122.67704,63.0,68.0,,in_service,2000.0,OAHI (data.oregon.gov p9yn-ftai)
336 NW 20TH AVE,336 NW 20TH AVE,Portland,97209,45.52534,-122.69234,10.0,10.0,,in_service,,OAHI (data.oregon.gov p9yn-ftai)
Helen Ann Swindells Bldg,10 NW Broadway,Portland,97209,45.52333,-122.67746,105.0,105.0,,in_service,1994.0,OAHI (data.oregon.gov p9yn-ftai)
Fountain Place,929 SW Salmon Street,Portland,97205,45.51792,-122.68287,80.0,74.0,3.0,in_service,1914.0,OAHI (data.oregon.gov p9yn-ftai)
